id,age,marital,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,job,education
26467,32,married,no,3651,yes,no,cellular,20,nov,142,3,-1,0,unknown,no,management,tertiary
26472,45,single,no,5769,no,no,cellular,20,nov,59,3,-1,0,unknown,no,management,tertiary
26478,47,married,no,186,no,no,cellular,20,nov,70,2,-1,0,unknown,no,management,tertiary
26480,50,married,yes,421,no,no,cellular,20,nov,22,5,-1,0,unknown,no,management,secondary
26481,39,married,no,225,yes,no,cellular,20,nov,554,2,-1,0,unknown,no,management,tertiary
26487,47,married,no,3844,yes,no,cellular,20,nov,256,4,-1,0,unknown,no,management,tertiary
26488,34,divorced,no,13204,yes,yes,cellular,20,nov,197,2,-1,0,unknown,no,management,tertiary
26492,32,single,no,4582,yes,no,cellular,20,nov,377,3,-1,0,unknown,no,management,tertiary
26495,30,single,no,4091,no,no,cellular,20,nov,96,2,-1,0,unknown,no,management,tertiary
26498,32,single,no,999,yes,no,cellular,20,nov,50,1,-1,0,unknown,no,management,tertiary
26508,44,single,no,3812,no,no,cellular,20,nov,172,2,-1,0,unknown,no,management,tertiary
26510,37,married,no,1060,no,no,cellular,20,nov,125,3,-1,0,unknown,no,management,tertiary
26511,56,married,no,1803,no,no,cellular,20,nov,305,2,-1,0,unknown,no,management,tertiary
26519,54,divorced,no,300,yes,no,cellular,20,nov,562,2,-1,0,unknown,yes,management,secondary
26521,31,single,no,16,no,no,cellular,20,nov,73,1,-1,0,unknown,no,management,tertiary
26527,39,married,no,1209,no,no,cellular,20,nov,60,1,-1,0,unknown,no,management,tertiary
26531,57,married,no,1172,yes,no,cellular,20,nov,72,1,-1,0,unknown,no,management,tertiary
26536,40,married,no,2243,no,no,cellular,20,nov,178,4,-1,0,unknown,no,management,tertiary
26538,38,married,no,5506,no,no,cellular,20,nov,74,1,-1,0,unknown,no,management,tertiary
26545,36,single,no,2032,no,yes,cellular,20,nov,736,1,-1,0,unknown,yes,management,tertiary
26547,36,single,no,2685,no,yes,cellular,20,nov,111,2,-1,0,unknown,no,management,tertiary
26550,43,married,no,1646,yes,no,cellular,20,nov,214,1,-1,0,unknown,no,management,tertiary
26554,46,married,no,197,no,no,cellular,20,nov,118,4,-1,0,unknown,no,management,tertiary
26561,32,single,no,12686,yes,no,cellular,20,nov,176,1,170,1,failure,no,management,tertiary
26563,33,married,no,3401,no,no,cellular,20,nov,253,1,-1,0,unknown,yes,management,tertiary
26570,39,married,no,2450,no,no,cellular,20,nov,382,2,-1,0,unknown,no,management,tertiary
26575,36,married,no,0,no,no,cellular,20,nov,80,1,-1,0,unknown,no,management,secondary
26582,48,married,no,1348,no,no,cellular,20,nov,124,1,-1,0,unknown,no,management,tertiary
26583,34,single,no,3035,no,no,cellular,20,nov,1166,1,-1,0,unknown,no,management,tertiary
26585,30,single,no,1456,yes,no,cellular,20,nov,227,1,-1,0,unknown,no,management,tertiary
26590,49,single,no,4465,yes,no,cellular,20,nov,72,2,-1,0,unknown,no,management,tertiary
26611,34,married,no,56,yes,no,cellular,20,nov,311,3,183,1,failure,no,management,secondary
26616,59,married,no,1083,no,no,cellular,20,nov,125,2,-1,0,unknown,no,management,secondary
26617,41,married,no,60,yes,no,cellular,20,nov,239,2,-1,0,unknown,no,management,tertiary
26622,43,married,no,0,yes,yes,cellular,20,nov,123,3,-1,0,unknown,no,management,primary
26623,33,single,no,4409,no,no,cellular,20,nov,92,2,-1,0,unknown,no,management,tertiary
26626,39,divorced,no,4314,yes,no,cellular,20,nov,141,4,-1,0,unknown,no,management,secondary
26630,54,married,no,1660,no,no,cellular,20,nov,337,3,-1,0,unknown,no,management,secondary
26645,59,divorced,no,17056,yes,no,cellular,20,nov,470,2,-1,0,unknown,no,management,tertiary
26648,33,married,no,3713,yes,no,cellular,20,nov,175,1,-1,0,unknown,no,management,tertiary
26649,48,married,no,7861,no,no,cellular,20,nov,380,1,-1,0,unknown,no,management,secondary
26656,43,married,no,28,yes,no,cellular,20,nov,73,1,-1,0,unknown,no,management,tertiary
26658,39,divorced,no,155,yes,no,cellular,20,nov,20,6,153,26,failure,no,management,tertiary
26662,43,married,no,14355,no,no,cellular,20,nov,52,2,-1,0,unknown,no,management,tertiary
26663,43,divorced,no,0,no,no,cellular,20,nov,154,2,-1,0,unknown,no,management,tertiary
26664,32,single,no,3829,no,yes,cellular,20,nov,267,1,-1,0,unknown,no,management,secondary
26666,34,single,no,11350,yes,no,cellular,20,nov,159,1,-1,0,unknown,no,management,tertiary
26667,40,divorced,no,9541,no,no,cellular,20,nov,128,2,189,1,failure,no,management,tertiary
26671,38,married,no,0,yes,no,telephone,20,nov,25,2,-1,0,unknown,no,management,tertiary
26682,43,married,no,2886,no,no,cellular,20,nov,230,1,-1,0,unknown,no,management,tertiary
26707,41,married,no,666,yes,no,cellular,20,nov,106,3,183,3,failure,no,management,tertiary
26709,54,divorced,no,6410,no,no,cellular,20,nov,101,2,-1,0,unknown,no,management,tertiary
26714,54,married,no,1502,no,no,cellular,20,nov,43,3,-1,0,unknown,no,management,tertiary
26718,35,married,no,2793,no,no,cellular,20,nov,258,2,-1,0,unknown,no,management,tertiary
26722,43,married,no,5670,yes,no,cellular,20,nov,43,4,189,2,failure,no,management,tertiary
26723,37,married,no,9895,yes,no,cellular,20,nov,352,3,-1,0,unknown,no,management,tertiary
26727,34,married,no,1433,no,no,cellular,20,nov,111,3,104,3,failure,no,management,tertiary
26728,30,married,no,3817,yes,no,cellular,20,nov,104,5,-1,0,unknown,no,management,secondary
26729,34,married,no,1518,yes,no,cellular,20,nov,128,2,-1,0,unknown,no,management,tertiary
26732,47,married,no,437,yes,no,cellular,20,nov,133,4,-1,0,unknown,no,management,tertiary
26735,30,single,no,1372,no,no,cellular,20,nov,240,2,-1,0,unknown,no,management,tertiary
26737,34,single,no,1995,yes,no,cellular,20,nov,129,2,-1,0,unknown,no,management,secondary
26746,34,married,no,16649,yes,no,cellular,20,nov,155,2,-1,0,unknown,no,management,tertiary
26751,42,married,no,9009,no,no,cellular,20,nov,135,2,-1,0,unknown,no,management,tertiary
26752,47,divorced,no,140,no,yes,cellular,20,nov,148,2,-1,0,unknown,no,management,tertiary
26753,30,single,no,19796,no,no,cellular,20,nov,41,1,-1,0,unknown,no,management,tertiary
26759,32,single,no,3097,yes,no,cellular,20,nov,167,1,-1,0,unknown,no,management,tertiary
26761,33,single,no,2360,yes,no,cellular,20,nov,268,1,-1,0,unknown,no,management,tertiary
26767,34,single,no,1310,no,yes,cellular,20,nov,90,3,-1,0,unknown,no,management,tertiary
26782,30,single,no,186,yes,no,cellular,20,nov,235,3,-1,0,unknown,no,management,secondary
26793,38,married,no,96,yes,no,cellular,20,nov,151,3,-1,0,unknown,no,management,secondary
26795,40,single,no,1527,no,yes,cellular,20,nov,317,2,-1,0,unknown,no,management,primary
26796,59,married,no,5314,no,no,cellular,20,nov,116,2,-1,0,unknown,no,management,tertiary
26799,31,married,no,6290,no,no,cellular,20,nov,303,2,-1,0,unknown,no,management,tertiary
26800,39,single,no,889,no,no,cellular,20,nov,78,2,185,4,failure,no,management,tertiary
26802,54,married,no,3859,no,yes,cellular,20,nov,104,3,-1,0,unknown,no,management,primary
26804,44,divorced,no,6285,yes,no,cellular,20,nov,136,3,125,2,other,no,management,tertiary
26809,31,single,no,-208,yes,yes,cellular,20,nov,251,4,-1,0,unknown,no,management,tertiary
26812,32,married,no,6059,yes,no,cellular,20,nov,110,2,-1,0,unknown,no,management,tertiary
26814,36,divorced,no,0,yes,no,cellular,20,nov,378,8,-1,0,unknown,no,management,tertiary
26824,50,married,no,719,no,yes,cellular,20,nov,117,6,-1,0,unknown,no,management,tertiary
26826,44,married,yes,53,yes,no,cellular,20,nov,233,4,-1,0,unknown,no,management,tertiary
26828,35,married,no,0,yes,no,cellular,20,nov,197,4,30,1,failure,no,management,tertiary
26840,53,divorced,no,2679,no,no,cellular,20,nov,295,3,-1,0,unknown,yes,management,tertiary
26842,47,married,no,7741,yes,no,cellular,20,nov,693,3,-1,0,unknown,no,management,tertiary
26849,30,single,no,212,yes,no,cellular,20,nov,370,2,-1,0,unknown,no,management,tertiary
26853,33,married,no,1782,yes,no,cellular,20,nov,437,4,-1,0,unknown,no,management,tertiary
26858,41,married,no,5883,no,no,cellular,20,nov,182,2,-1,0,unknown,no,management,tertiary
26860,52,married,no,7900,yes,no,cellular,20,nov,90,2,-1,0,unknown,no,management,tertiary
26865,38,married,no,1021,no,no,cellular,20,nov,87,3,-1,0,unknown,no,management,tertiary
26869,53,married,no,3366,no,no,telephone,20,nov,278,6,112,2,failure,no,management,tertiary
26871,32,single,no,3552,no,no,cellular,20,nov,310,3,-1,0,unknown,no,management,tertiary
26877,47,married,no,2475,yes,no,cellular,20,nov,1476,4,-1,0,unknown,no,management,tertiary
26886,34,married,no,19391,no,no,cellular,20,nov,391,2,-1,0,unknown,no,management,tertiary
26889,37,single,no,1093,yes,no,cellular,21,nov,21,6,113,2,other,no,management,tertiary
26890,35,married,no,656,yes,yes,cellular,21,nov,83,4,-1,0,unknown,no,management,tertiary
26892,39,single,no,-490,no,yes,cellular,21,nov,141,2,-1,0,unknown,no,management,secondary
26894,42,married,no,4014,yes,no,cellular,21,nov,149,4,186,1,other,no,management,tertiary
26901,46,married,yes,-1001,yes,no,cellular,21,nov,45,3,-1,0,unknown,no,management,tertiary
26902,36,married,no,14462,yes,no,cellular,21,nov,10,5,-1,0,unknown,no,management,tertiary
26903,41,married,no,1735,yes,no,cellular,21,nov,358,3,-1,0,unknown,no,management,tertiary
26904,53,single,no,5558,yes,no,cellular,21,nov,81,6,189,3,failure,no,management,secondary
26908,35,single,no,356,yes,no,cellular,21,nov,20,5,114,7,failure,no,management,secondary
26909,48,divorced,no,-547,no,no,cellular,21,nov,275,2,-1,0,unknown,no,management,tertiary
26911,37,married,no,975,yes,yes,cellular,21,nov,69,9,-1,0,unknown,no,management,tertiary
26913,31,single,no,5691,yes,no,cellular,21,nov,37,2,123,1,failure,no,management,tertiary
26916,53,married,no,0,yes,yes,cellular,21,nov,266,6,-1,0,unknown,no,management,tertiary
26917,52,married,no,4173,no,yes,cellular,21,nov,159,2,-1,0,unknown,no,management,tertiary
26918,36,married,no,6138,yes,yes,cellular,21,nov,358,4,-1,0,unknown,no,management,tertiary
26920,30,single,no,20580,yes,no,cellular,21,nov,116,2,-1,0,unknown,no,management,tertiary
26922,50,divorced,no,2564,yes,no,cellular,21,nov,124,4,113,8,failure,no,management,tertiary
26926,32,single,no,5276,no,no,cellular,21,nov,299,1,-1,0,unknown,no,management,tertiary
26928,34,married,no,3167,yes,yes,cellular,21,nov,152,1,-1,0,unknown,no,management,tertiary
26935,52,divorced,no,0,no,no,cellular,21,nov,328,1,-1,0,unknown,no,management,tertiary
26936,36,married,no,4069,no,no,cellular,21,nov,517,1,-1,0,unknown,yes,management,tertiary
26945,31,single,no,3967,yes,no,cellular,21,nov,859,1,182,1,failure,no,management,tertiary
26951,30,single,no,8101,yes,no,cellular,21,nov,49,1,-1,0,unknown,no,management,secondary
26956,45,divorced,no,2096,no,no,cellular,21,nov,127,1,100,2,failure,no,management,tertiary
26960,49,married,no,436,no,no,cellular,21,nov,215,1,-1,0,unknown,no,management,tertiary
26964,52,single,no,1727,no,no,cellular,21,nov,337,1,-1,0,unknown,no,management,tertiary
26965,50,divorced,no,11998,no,no,cellular,21,nov,349,1,-1,0,unknown,no,management,tertiary
26969,41,single,no,1982,no,no,cellular,21,nov,558,1,-1,0,unknown,yes,management,tertiary
26973,53,married,no,1945,no,no,cellular,21,nov,22,4,106,7,failure,no,management,tertiary
26974,30,single,no,485,yes,no,cellular,21,nov,89,2,-1,0,unknown,no,management,tertiary
26977,35,married,no,0,no,no,cellular,21,nov,240,1,-1,0,unknown,no,management,tertiary
26978,33,single,no,3406,yes,no,cellular,21,nov,321,1,-1,0,unknown,no,management,tertiary
26990,37,married,no,-499,yes,no,cellular,21,nov,71,3,-1,0,unknown,no,management,secondary
26996,30,single,no,4642,yes,no,cellular,21,nov,528,1,-1,0,unknown,yes,management,secondary
26998,59,married,no,7049,no,no,cellular,21,nov,530,1,163,2,failure,yes,management,tertiary
27001,39,divorced,no,1968,no,no,cellular,21,nov,648,1,-1,0,unknown,yes,management,tertiary
27008,49,married,no,1105,yes,no,cellular,21,nov,13,3,113,2,other,no,management,tertiary
27011,38,single,no,8669,yes,no,telephone,21,nov,228,6,-1,0,unknown,no,management,tertiary
27012,37,divorced,yes,26,no,yes,cellular,21,nov,22,1,-1,0,unknown,no,management,tertiary
27016,43,married,no,0,no,no,cellular,21,nov,107,2,-1,0,unknown,no,management,tertiary
27019,33,divorced,no,47,no,no,cellular,21,nov,86,3,-1,0,unknown,no,management,tertiary
27020,30,single,no,376,yes,no,cellular,21,nov,710,1,-1,0,unknown,yes,management,tertiary
27028,34,married,no,6463,yes,no,cellular,21,nov,40,1,-1,0,unknown,no,management,tertiary
27034,57,single,no,5368,yes,no,cellular,21,nov,585,1,-1,0,unknown,no,management,secondary
27035,47,married,no,641,no,no,cellular,21,nov,501,3,-1,0,unknown,no,management,secondary
27037,30,married,no,1942,yes,yes,cellular,21,nov,436,2,178,3,other,yes,management,tertiary
27038,43,married,no,78,yes,no,cellular,21,nov,36,1,109,1,other,no,management,tertiary
27043,57,married,no,0,yes,no,cellular,21,nov,67,1,-1,0,unknown,no,management,tertiary
27049,36,single,no,5171,yes,no,cellular,21,nov,174,1,-1,0,unknown,no,management,tertiary
27050,31,single,no,44128,no,no,cellular,21,nov,74,1,-1,0,unknown,no,management,tertiary
27061,42,single,yes,0,yes,no,cellular,21,nov,824,1,-1,0,unknown,yes,management,tertiary
27066,34,married,no,997,yes,yes,cellular,21,nov,81,1,-1,0,unknown,no,management,tertiary
27071,34,married,no,1483,yes,no,cellular,21,nov,91,1,-1,0,unknown,no,management,tertiary
27076,34,single,no,966,yes,no,cellular,21,nov,393,1,101,3,failure,no,management,tertiary
27083,32,single,no,3050,yes,no,cellular,21,nov,58,1,182,1,failure,no,management,tertiary
27088,34,single,no,3679,yes,no,cellular,21,nov,146,1,101,1,failure,no,management,tertiary
27089,31,married,no,8629,yes,no,cellular,21,nov,957,1,184,2,failure,yes,management,secondary
27095,34,divorced,no,124,yes,no,cellular,21,nov,56,1,163,4,other,no,management,secondary
27103,44,divorced,no,1784,no,yes,cellular,21,nov,279,1,-1,0,unknown,no,management,secondary
27106,57,married,no,372,no,no,cellular,21,nov,553,3,-1,0,unknown,yes,management,tertiary
27107,38,married,no,162,yes,no,cellular,21,nov,143,1,-1,0,unknown,no,management,tertiary
27114,41,married,no,9935,no,no,telephone,21,nov,49,1,-1,0,unknown,no,management,tertiary
27118,52,married,no,6873,yes,no,cellular,21,nov,235,2,-1,0,unknown,no,management,tertiary
27119,43,married,no,2100,yes,no,cellular,21,nov,105,1,-1,0,unknown,no,management,tertiary
27121,31,single,no,528,no,yes,cellular,21,nov,5,7,-1,0,unknown,no,management,tertiary
27125,31,single,no,796,no,yes,cellular,21,nov,150,1,-1,0,unknown,no,management,tertiary
27126,31,married,no,3154,no,no,cellular,21,nov,326,2,-1,0,unknown,no,management,tertiary
27131,57,married,no,17118,yes,no,cellular,21,nov,102,1,-1,0,unknown,no,management,tertiary
27134,40,married,no,87,yes,yes,cellular,21,nov,114,1,-1,0,unknown,no,management,tertiary
27141,32,single,no,1344,no,yes,cellular,21,nov,63,1,-1,0,unknown,no,management,tertiary
27148,33,married,no,1602,no,no,cellular,21,nov,44,3,-1,0,unknown,no,management,tertiary
27152,41,married,no,23,no,yes,cellular,21,nov,59,1,-1,0,unknown,no,management,secondary
27156,45,married,yes,237,yes,no,cellular,21,nov,526,1,-1,0,unknown,no,management,secondary
27157,31,married,no,804,no,no,cellular,21,nov,128,2,-1,0,unknown,no,management,tertiary
27158,46,married,no,39,yes,yes,cellular,21,nov,64,1,-1,0,unknown,no,management,tertiary
27160,54,married,no,37176,no,no,cellular,21,nov,206,1,-1,0,unknown,no,management,tertiary
27161,51,married,no,19313,no,no,telephone,21,nov,36,1,-1,0,unknown,no,management,tertiary
27165,50,married,no,19447,yes,yes,cellular,21,nov,166,1,-1,0,unknown,no,management,tertiary
27175,38,single,no,715,yes,no,cellular,21,nov,140,1,185,2,failure,no,management,secondary
27177,35,married,yes,0,yes,yes,cellular,21,nov,70,1,-1,0,unknown,no,management,tertiary
27178,31,married,no,4148,yes,no,cellular,21,nov,316,3,99,9,other,yes,management,tertiary
27179,42,married,no,9916,yes,no,cellular,21,nov,306,1,-1,0,unknown,no,management,tertiary
27180,54,married,no,203,no,no,cellular,21,nov,70,1,-1,0,unknown,no,management,tertiary
27181,37,married,no,489,yes,no,cellular,21,nov,202,1,106,5,failure,no,management,tertiary
27187,45,married,no,2220,yes,no,cellular,21,nov,89,1,133,2,failure,no,management,tertiary
27192,58,married,no,96,no,no,cellular,21,nov,850,1,-1,0,unknown,yes,management,tertiary
27194,36,married,no,3537,yes,no,cellular,21,nov,115,2,-1,0,unknown,no,management,tertiary
27196,49,married,no,412,no,no,cellular,21,nov,233,1,-1,0,unknown,no,management,tertiary
27200,49,married,no,942,no,no,cellular,21,nov,8,5,-1,0,unknown,no,management,tertiary
27204,41,married,no,832,yes,yes,cellular,21,nov,164,1,176,1,failure,no,management,tertiary
27210,32,single,no,616,yes,no,cellular,21,nov,186,2,109,1,other,no,management,tertiary
27212,37,married,no,0,yes,no,cellular,21,nov,227,1,-1,0,unknown,no,management,tertiary
27215,37,married,no,11,no,no,cellular,21,nov,326,1,-1,0,unknown,no,management,tertiary
27216,31,married,no,432,yes,no,cellular,21,nov,197,1,-1,0,unknown,no,management,tertiary
27217,53,married,no,3105,yes,yes,cellular,21,nov,84,2,-1,0,unknown,no,management,tertiary
27223,34,married,no,1240,yes,no,cellular,21,nov,102,1,-1,0,unknown,no,management,tertiary
27227,35,married,yes,32,yes,no,cellular,21,nov,180,1,-1,0,unknown,no,management,tertiary
27235,44,married,no,4119,yes,yes,telephone,21,nov,1074,1,-1,0,unknown,yes,management,tertiary
27237,44,divorced,no,2058,no,yes,cellular,21,nov,661,1,-1,0,unknown,no,management,tertiary
27241,35,married,no,365,no,no,cellular,21,nov,168,2,-1,0,unknown,no,management,tertiary
27243,42,married,no,6080,no,no,cellular,21,nov,98,3,-1,0,unknown,no,management,tertiary
27251,41,married,no,-456,no,no,cellular,21,nov,190,1,-1,0,unknown,no,management,tertiary
27253,40,married,no,752,no,yes,cellular,21,nov,456,1,157,1,failure,no,management,secondary
27258,35,married,no,0,yes,no,cellular,21,nov,189,1,128,2,other,no,management,tertiary
27264,39,married,yes,47,no,no,cellular,21,nov,28,3,158,3,failure,no,management,tertiary
27265,34,married,no,7384,no,no,cellular,21,nov,69,2,-1,0,unknown,no,management,tertiary
27268,30,married,no,6432,yes,no,cellular,21,nov,206,2,119,3,other,no,management,tertiary
27272,38,divorced,no,554,no,no,cellular,21,nov,45,1,101,4,failure,no,management,tertiary
27273,43,married,no,13015,yes,no,cellular,21,nov,56,1,-1,0,unknown,no,management,tertiary
27274,36,divorced,no,210,yes,no,telephone,21,nov,62,1,127,2,failure,no,management,tertiary
27277,39,single,no,26,yes,yes,cellular,21,nov,52,1,179,4,failure,no,management,tertiary
27279,33,married,no,1817,no,no,cellular,21,nov,55,1,-1,0,unknown,no,management,tertiary
27282,49,married,yes,10,yes,no,cellular,21,nov,226,1,-1,0,unknown,no,management,tertiary
27285,32,single,no,1613,no,no,cellular,21,nov,24,5,-1,0,unknown,no,management,tertiary
27287,37,married,no,11391,yes,no,cellular,21,nov,103,1,-1,0,unknown,no,management,tertiary
27290,30,married,no,-559,yes,yes,cellular,21,nov,531,1,184,1,failure,no,management,secondary
27294,46,single,no,653,no,yes,cellular,21,nov,104,1,-1,0,unknown,no,management,tertiary
27298,59,married,no,42,no,no,cellular,21,nov,40,1,-1,0,unknown,no,management,secondary
27300,35,single,no,175,yes,yes,cellular,21,nov,53,1,-1,0,unknown,no,management,tertiary
27304,43,married,no,13851,yes,no,cellular,21,nov,259,1,-1,0,unknown,no,management,tertiary
27307,36,married,no,1597,yes,no,cellular,21,nov,137,1,-1,0,unknown,no,management,secondary
27309,32,single,no,1716,no,no,cellular,21,nov,157,4,-1,0,unknown,no,management,tertiary
27314,32,married,no,2737,yes,yes,cellular,21,nov,44,4,182,1,failure,no,management,tertiary
27316,34,married,yes,0,no,yes,cellular,21,nov,18,9,-1,0,unknown,no,management,tertiary
27318,44,married,no,1138,yes,no,cellular,21,nov,116,2,-1,0,unknown,no,management,secondary
27319,39,married,no,20932,no,no,cellular,21,nov,127,2,-1,0,unknown,no,management,tertiary
27321,31,single,no,6542,yes,no,cellular,21,nov,71,3,192,2,other,no,management,tertiary
27324,45,married,no,3643,no,no,cellular,21,nov,162,1,-1,0,unknown,no,management,tertiary
27327,59,married,no,833,yes,yes,cellular,21,nov,311,1,-1,0,unknown,no,management,tertiary
27328,58,divorced,no,26254,yes,no,cellular,21,nov,53,1,31,1,failure,no,management,tertiary
27332,33,single,no,437,yes,no,cellular,21,nov,285,1,179,4,other,no,management,tertiary
27333,51,divorced,no,-79,yes,no,cellular,21,nov,72,1,-1,0,unknown,no,management,tertiary
27335,34,married,no,6203,no,no,telephone,21,nov,34,2,-1,0,unknown,no,management,tertiary
27344,57,married,no,24498,no,no,cellular,21,nov,161,5,-1,0,unknown,no,management,tertiary
27350,40,married,no,9047,yes,no,cellular,21,nov,527,1,95,2,other,no,management,secondary
27352,39,married,no,1654,no,yes,cellular,21,nov,151,1,-1,0,unknown,no,management,tertiary
27360,59,married,no,261,yes,yes,cellular,21,nov,124,1,-1,0,unknown,no,management,tertiary
27362,52,married,no,2428,yes,no,cellular,21,nov,294,1,116,3,failure,no,management,tertiary
27369,43,single,no,146,no,no,cellular,21,nov,50,1,113,5,other,no,management,tertiary
27372,34,married,no,2594,yes,no,cellular,21,nov,161,3,-1,0,unknown,no,management,tertiary
27373,43,married,no,2083,no,no,cellular,21,nov,120,2,-1,0,unknown,no,management,tertiary
27374,56,married,no,2811,no,no,cellular,21,nov,150,2,-1,0,unknown,no,management,secondary
27380,59,divorced,no,7813,yes,no,cellular,21,nov,75,1,-1,0,unknown,no,management,tertiary
27383,31,single,no,4718,yes,no,cellular,21,nov,536,1,-1,0,unknown,yes,management,tertiary
27387,39,married,no,13578,yes,no,cellular,21,nov,185,2,-1,0,unknown,no,management,secondary
27395,36,married,no,1619,yes,no,cellular,21,nov,106,2,-1,0,unknown,no,management,tertiary
27402,44,married,yes,0,yes,no,cellular,21,nov,123,2,-1,0,unknown,no,management,tertiary
27403,39,single,no,137,yes,no,cellular,21,nov,408,9,-1,0,unknown,no,management,tertiary
27406,42,married,no,36,no,no,cellular,21,nov,664,3,-1,0,unknown,yes,management,tertiary
27408,32,single,no,86,yes,no,cellular,21,nov,78,1,-1,0,unknown,no,management,secondary
27409,33,married,no,418,yes,no,cellular,21,nov,159,1,-1,0,unknown,no,management,tertiary
27411,57,divorced,no,0,no,yes,cellular,21,nov,61,2,-1,0,unknown,no,management,tertiary
27415,52,single,no,5728,yes,no,cellular,21,nov,79,3,-1,0,unknown,no,management,tertiary
27419,40,married,no,1584,yes,no,telephone,21,nov,661,1,-1,0,unknown,no,management,tertiary
27420,52,married,no,1065,yes,yes,cellular,21,nov,224,2,175,1,failure,no,management,tertiary
27421,36,single,no,7,no,no,cellular,21,nov,20,1,-1,0,unknown,no,management,tertiary
27423,36,single,no,72,yes,yes,cellular,21,nov,10,7,-1,0,unknown,no,management,tertiary
27426,57,married,no,3431,yes,no,cellular,21,nov,55,2,189,1,failure,no,management,tertiary
27429,41,married,no,102,yes,yes,cellular,21,nov,188,1,-1,0,unknown,no,management,primary
27433,41,married,no,0,no,no,cellular,21,nov,624,1,-1,0,unknown,no,management,secondary
27435,40,married,no,4025,yes,no,cellular,21,nov,139,2,129,4,failure,no,management,secondary
27436,47,married,no,7708,yes,no,cellular,21,nov,157,5,-1,0,unknown,no,management,tertiary
27437,49,married,no,22520,no,no,cellular,21,nov,579,9,-1,0,unknown,yes,management,tertiary
27438,51,married,no,4,yes,no,cellular,21,nov,58,2,-1,0,unknown,no,management,tertiary
27440,32,divorced,no,874,no,no,cellular,21,nov,366,3,101,6,success,no,management,tertiary
27445,43,married,no,1751,yes,no,cellular,21,nov,146,4,-1,0,unknown,no,management,tertiary
27457,44,married,no,-692,no,yes,cellular,21,nov,52,2,-1,0,unknown,no,management,tertiary
27460,37,married,no,2951,no,no,cellular,21,nov,101,3,-1,0,unknown,no,management,tertiary
27461,30,single,no,9634,no,no,cellular,21,nov,402,4,101,5,failure,no,management,tertiary
27462,53,married,no,13901,yes,no,cellular,21,nov,59,1,-1,0,unknown,no,management,primary
27469,53,married,no,2693,no,no,cellular,21,nov,140,1,-1,0,unknown,no,management,secondary
27474,31,married,no,4123,no,no,cellular,21,nov,584,2,-1,0,unknown,no,management,secondary
27479,58,divorced,no,50,yes,no,cellular,21,nov,675,4,171,4,failure,no,management,tertiary
27480,38,married,no,16236,yes,no,cellular,21,nov,139,3,-1,0,unknown,no,management,secondary
27481,31,single,no,3283,no,no,cellular,21,nov,377,1,-1,0,unknown,no,management,tertiary
27482,31,single,no,307,no,no,cellular,21,nov,86,2,-1,0,unknown,no,management,tertiary
27496,43,married,no,2640,no,no,cellular,21,nov,314,4,-1,0,unknown,yes,management,tertiary
27498,34,single,no,2343,no,no,telephone,21,nov,39,9,-1,0,unknown,no,management,tertiary
27500,45,single,no,207,no,no,cellular,21,nov,230,3,-1,0,unknown,no,management,tertiary
27501,34,married,no,5195,no,no,cellular,21,nov,25,3,-1,0,unknown,no,management,tertiary
27519,38,married,no,3436,no,no,cellular,21,nov,663,4,-1,0,unknown,yes,management,tertiary
27527,59,married,no,3534,no,no,cellular,21,nov,216,4,-1,0,unknown,no,management,secondary
27529,39,married,no,15,yes,yes,cellular,21,nov,90,2,-1,0,unknown,no,management,tertiary
27530,32,single,no,1615,yes,no,cellular,21,nov,164,3,-1,0,unknown,no,management,secondary
27541,37,single,no,6158,yes,no,cellular,21,nov,14,9,-1,0,unknown,no,management,tertiary
27544,55,single,no,4847,yes,no,cellular,21,nov,18,4,106,2,other,no,management,tertiary
27545,55,married,no,1928,no,no,cellular,21,nov,87,4,-1,0,unknown,no,management,secondary
27546,31,married,no,477,yes,no,cellular,21,nov,77,5,-1,0,unknown,no,management,tertiary
27549,49,married,no,5711,yes,no,cellular,21,nov,382,3,-1,0,unknown,no,management,tertiary
27554,58,married,no,1602,no,no,cellular,21,nov,1032,10,115,3,failure,no,management,tertiary
27556,34,single,no,2633,yes,no,cellular,21,nov,705,6,-1,0,unknown,yes,management,tertiary
27558,36,married,no,396,no,no,cellular,21,nov,64,2,100,5,failure,no,management,tertiary
27565,33,single,no,0,yes,yes,cellular,21,nov,330,2,-1,0,unknown,no,management,tertiary
27568,46,married,no,149,no,no,cellular,21,nov,1222,2,-1,0,unknown,yes,management,secondary
27569,31,single,no,2085,yes,no,cellular,21,nov,639,2,93,4,failure,no,management,tertiary
27571,49,married,no,2147,no,no,cellular,21,nov,123,2,-1,0,unknown,no,management,tertiary
27574,51,single,no,6503,no,no,telephone,21,nov,178,5,-1,0,unknown,no,management,tertiary
27578,54,married,no,1114,yes,no,cellular,21,nov,1195,2,175,1,other,no,management,tertiary
27581,42,divorced,no,764,no,yes,cellular,21,nov,127,3,-1,0,unknown,no,management,secondary
27583,49,married,no,934,no,yes,cellular,21,nov,158,4,-1,0,unknown,no,management,tertiary
27586,34,married,no,731,yes,no,cellular,21,nov,378,4,-1,0,unknown,no,management,tertiary
27599,35,divorced,no,538,yes,no,cellular,21,nov,109,2,193,4,failure,no,management,tertiary
